Name,Proba_pefile,Cost_pefile,Proba_byte3g,Cost_byte3g,Proba_opcode2g,Cost_opcode2g,Proba_cuckoo,Cost_cuckoo,Label
0057f370850be3a7e676394f60d7c9be9fdf34b2b27ab59b7e04b3be3f2392d7,1,0.100593,1,0.201647,0.99,5.735935,0.999999406,160,1
005a57cb4fb92b05e535d2412d39f57c56c1903361e74deecfcefa88204b14b4,0,0.803988,0.266666667,0.503703,0.26,9.964231,-2,0,0
00642f64d1017b671dc7eba897449ebfc4ba4f5be34d59e28985499c8313ff2f,0,0.100631,0.333333333,1.612446,0.09,2.917874,-2,0,1
00663f0e1565d775b1db63eed006570b37b3558ffd14227b6d0f541471866489,1,0.100622,1,0.907867,1,12.073913,-2,0,1
00696555cbf6db83af785f8acb2270b9411cfc75e7f6d3ece0ec1ae146ad5acf,0,0.201377,0,0.100855,0.02,0.906651,-2,0,0
0069eaea07abcf275369aed463d9f75a2ab21eb858befcf7174c12d44c66641f,1,0.20105,0.866666667,1.411654,0.6,7.243875,0.999999998,158,1
006a0e37e66001c7228f97a5ee92a9aef42a94ec2cdf7efc817ef5684b666ebc,1,0.201074,0.833333333,1.209623,0.99,13.081393,0.999212534,20,1
006e1e5135934f25022a5b43743372cafc52211bfcaeeeabb39bff34ab582623,1,1.706935,0.333333333,29.695558,0.28,239.516575,0.999999303,62,1
0070471a011aefde6bac42f5cca6e0d4c12a3598be4a447fc9e8271b892a8c7a,1,0.201252,0,0.202012,0.01,2.516114,-2,0,0
0075b3852f2654ca8912f8a3fad23b600d73e7cd2eb094998113716c0df00e12,0,0.100603,0.933333333,1.810843,0.93,3.520208,1,154,1
0076002186590deff40c6b67c14e70479bbf0da38fa1b64ad4669b50d47799f7,0,0.502922,0.366666667,0.302106,0.23,5.635686,0.28126596,719,0
007bdab757d03d94e60c9b1e3eec13b07562705c514992ba7ceb0b6f177e5160,0,0.100886,0.166666667,0.100781,0.11,0.804911,-2,0,0
007c3376b48da96aff0791836063693c04a04306182729a5a1f56cd0fab7d703,1,0.301401,1,1.610949,1,27.464357,0.999999966,228,1
0081e58585b4d06357c4573e977b6bccb84dbec13e3f9ef746b42644db5219e3,0,0.100666,0.066666667,0.1008,0.08,1.308591,-2,0,0
0082edf3e367f2e2d575a3d1510f60b14f22d0c8347cd28c407f9467fb62a6bd,0,0.10082,0.3,0.100805,0.3,1.509866,-2,0,0
0085a11dcabac9bbe400da89815420db0f49478407dcae238803217405e5ecc9,0,0.100661,0.033333333,0.100781,0,0.402932,1.10E-07,718,0
008c627513d406963534989e6301dab8c2dd28464c2b6e9fed9a6ee9fc2acd23,1,0.201063,1,0.911271,1,12.376134,-2,0,1
008c64ba9bf7d682775cd768e17d232712a10b910aaecbf1987bb29bb8327fb4,0.928571429,0.100601,0.9,0.404654,0.96,2.415718,0.999992775,35,1
008c6e6d0a77f3f9798b15f6bc54fc3131c87d1e9ec46e3b938256b636194d10,1,0.502251,0.833333333,5.23668,0.63,56.245786,0.999946331,52,1
008e19450573e741fe93a9bc481fb3368381366d7a8fc73be72625207987dc21,0,0.70352,0,7.348037,0,42.757971,4.61E-08,685,0
008fe979ce3a71bacf8c8ea84a0499d1f3d72d8170fd9bbb857a4212793dd774,0,0.100689,0,0.10082,0.065074271,0.302564,1.95E-09,810,0
0090be805e9b41f6221048a11e51e134a62b3fe93282b1aff4176d57e21570aa,1,0.301523,1,4.126716,1,13.983044,1,52,1
00921521276bee2366c947c030ba297a03c2e20c61008e3fb82329d7b27f7549,1,0.100588,0.966666667,1.913728,0.98,1.308384,-2,0,1
00984f9ab0b15adeb1f89b7a36f11a049c13da5abdca4b85061f848e01d4b5e3,0,0.402109,0.733333333,4.832729,0.52,38.842017,0.724107531,817,0
0098ca4a70962085e3a6537f262b044585821a8b85399870c377340bd512ebce,1,0.100617,1,2.614582,1,3.01839,1,53,1
009d563f6031f7e31fa6e6b61af94ecf00764347962b2463d4c641e6a22c20c9,1,0.100595,0.966666667,6.843988,0.95,3.120371,-2,0,1
00a013d75beff21e85eff53e026e68d562501c91ed117d8404d0ae14f6f962ca,0,0.502708,0.433333333,0.60442,0.01,13.585173,-2,0,0
00a0e332e24970f7ef1847f7ab2e8722730d04b4c96c643664abfabc0c500aa2,0,0.201312,0.033333333,0.201545,0.21,2.215931,-2,0,0
00a6a566cadfc49f5d4c98e6aebddbc40bc418036ee3cb4cc99ae13f5bd19b3f,0,0.100584,0.933333333,1.00688,0.89,0.403265,0.998830144,30,1
00a87c3ef8d4a0ed27ea96bde0003647702c5f935f22ed23ad0f3876ac61316a,0,0.100743,0.033333333,0.100814,0,1.409676,-2,0,0
00a8d332d5989cd8ee3c09ed796ad714345ffa0a3e47632dc97be53a108ce3cd,0,0.201263,0.1,0.100792,0.04,0.906423,-2,0,0
00aa870ef8556abdaa0958ff4aecc511640cb8fb268255febbb37d619d834536,1,0.20102,1,2.418151,1,9.454483,1,74,1
00ad31679fdf407686df690acc96c8e6cd671ff775734eceb7fe271ca2126041,0,0.301757,0,1.610878,0.05,12.675502,-2,0,0
00aecbef3b2e380fe3cc1b30144654b5d561e49ef69f7b5c8dd0f68a2d8d9b39,1,0.10059,0.9,8.045446,1,10.468974,-2,0,1
00b10a6b915831765941e9c09b2d165d071ff6c8f867975b5582321a7eb1ed4f,1,0.3014,1,7.843524,0.94,7.342376,0.999999907,172,1
00b3a71571fef37e2b2f04daef6b7c88daa63e4155635eaa5f60453e35d8e32b,0,0.100724,0,0.100874,0.17,0.504034,0.000130891,52,0
00b43f976a309ab56fc6842b560ecc77a37feb0852542a6b6d990516c1be87ee,1,0.100598,0.933333333,1.208458,0.88,3.118741,0.999999972,165,1
00b757f2ab19293cb27ca61a86e087de302a9c19f172dfd6547562f14d97ea3b,1,0.201051,0.833333333,1.107978,0.99,9.560175,0.999844903,62,1
00b75bead87cb370922d1a27463d5ea2d89cfc53ab57c3a4593506cf5be001a7,0,0.703936,0,0.805784,0,16.200131,-2,0,0
00b8af4675c32f1e9a2fe8cc797712cc58df4837971c96805dce7a8c70b85293,1,0.201047,0.866666667,1.609807,0.61,11.574471,0.99236014,135,1
00bd9c3c941a5a9b4fc8594d7b985f5f1ac48f0ba7495a728b8fa42b4b48a332,0,0.201302,0.066666667,0.201614,0.04,2.917692,-2,0,0
00be8b1dfa1a39f9f2fc03ba4713b38582b0068858147fe1d26da85409b81879,1,0.201068,1,0.403746,0.99,5.031869,1,143,1
00bff42e3a267ef8faeaade484aba2ddf8e4dc1234b2f4072f915bd23d690aaa,0,0.402118,0.166666667,0.604088,0.1,14.99732,-2,0,0
00c0e36967b669c92c2e25c3e48dede6b526c45aaf9b79ffbf6b2e9f8c8dd4da,1,1.807719,0.966666667,1.613229,0.99,15.593304,0.999999982,174,1
00c40b3d90ae8c1021e1b050f87265731fbb7169ef583d43dd4ba81dc5d43ec8,1,2.40998,0.8,10.976047,0.71,274.752234,0.999987119,51,1
00c458da1374421bdb836a92203db6e2c80d2296952de8965ae25bcaaaf201d6,1,0.100567,1,0.402939,0.99,4.627483,0.999997336,200,1
00c87b233639ee940f0a08dc4d89958d54d7ec34ef3adc8b016309583649ce6f,1,0.602766,0.933333333,0.906692,0.91,10.158679,0.999999985,154,1
00c87fd28b4cb69a35743cf55d822ad2d54fa403f0e8a970a7a0da56e3e9bb75,0,4.017554,0.033333333,68.345488,0,565.541352,3.36E-07,713,0
00ce73f49089a044b25c330c3db378e96dbe149f68cb71c06cb932f97e664589,1,0.10066,1,0.705664,1,1.408318,0.999995807,139,1
00d0984cd8b9a997044e6247d71dbded1f67b6c6dc5aeb0b21b2a3b44ecd2b57,0,0.100724,0,0.10087,0.02,0.503793,-2,0,0
00d46722047bc6701d7e56e6040e2ad25d206ba800afc54edd8ad7af11f58b8e,1,0.100596,1,2.417237,1,1.309969,1,155,1
00d4be98db926824912f94a73eff2b523e1c61086ae1d2439b9794865d7322fc,0,8.43828,0.366666667,138.621741,0.53,1190.403884,0.000648337,233,0
00d828e4ead11555f7a952e1d29211584dde49c10c1f241a7043ace619c38dd2,0,1.004709,0.333333333,17.717466,0.02,124.08437,-2,0,0
00da0ab276bb6b32f032dad66fa7e87421d9f7be387c30995fa449f0fce30ace,0,0.603081,0.266666667,0.503731,0.38,9.763916,-2,0,0
00da2f21f97cc73eb5eafdd1d989075aa55e4649f17d12bcf79dacd0a0c02400,1,0.301514,0.966666667,2.114612,0.97,15.288398,-2,0,1
00ddf85b45d68f2f467ebe316bf99a222441f6068d488312f6905e94b5e9636b,0,0.100687,0.166666667,0.101023,0.02,0.60438,-2,0,0
00e66aca82726e23bd588bc9f06bf74f9d4565247d176dc11387042a6572b97b,1,0.903919,1,8.650106,1,77.867256,0.999999883,155,1
00e83e619a99a3d0ae0dd5f6ae9362e8b423b741379790a84ab0d3b4b3d259e2,1,0.100594,1,0.806662,1,5.938367,1,43,1
00ea9e0b35e39842d5a461abcfdf9218c0e91283e665b0a33de5c18f799af185,0,0.301846,0,1.510489,0,11.168421,7.74E-08,67,0
00ef241bf92c761a1a911b626d38108545f5cf250d900eb419fbd99fb2df3041,0.5,0.100658,0.133333333,0.101008,0.07,0.604186,-2,0,0
00efac2a695d89930a219abfb5777d9273f5bc8394e8f618925b33420809d743,0,0.100739,0.133333333,0.100839,0.06,1.207561,-2,0,0
00efbeef35e202154be8cd764930d276fd657c2df07d0f50709093c8e718ee3b,1,0.100616,0.933333333,0.806251,0.92,2.816795,0.999999938,152,1
00f2dab16d1f2c132c7e5777fed677ed53d2d7dd089ead2670c9700b322cae09,1,0.100631,0.933333333,0.101998,0.97,0.402189,-2,0,1
00f479335af253c6a37b2355ae9c0fff532195415738ec75529715b40bd87cfa,1,0.401854,0.633333333,1.714391,0.98,6.439044,-2,0,1
00f6dc7f419b197219398f5cd694a50b843275159e5b93908c2754f057f45622,1,0.1006,1,3.522583,1,5.732377,1,86,1
00f7330cca842086dbd6ce8015cc1034312487afb6956b6a626f1fa7a264fb59,1,0.301402,1,3.82248,1,15.78865,0.999999999,28,1
00fe50a08af025394c7c1a2613553c6de1878252698f83625e418fcf3b56f423,0,0.100687,0,0.10103,0.03,2.011917,-2,0,0
0102869234e4b96ece873d29ee85b0c0e931b654ef6597d1e67a99a6d91b5460,0,0.100662,0.066666667,0.101078,0,0.704999,6.85E-20,154,0
0105c208836e26a4ff6ac9f52d67256f48a56b537a5b78a57ffa52d89a982f10,1,0.100604,1,1.006064,1,4.730819,1,35,1
010676760f296281a9f569a91f977a2528ed29052be214219b5aa6ffdc30dc4e,1,0.100602,0.733333333,0.201449,0.62,3.323666,-2,0,1
010d6085897a2c3279dd5bfc7d644e5c47901e177675cc153bb3ddb17fecef95,0,0.100813,0,0.10115,0.03,1.408517,-2,0,0
010e32be0f86545e116a8bc3381a8428933eb8789f32c261c81fd5e7857d4a77,0,0.402462,0.166666667,0.503971,0.03,10.865142,1.53E-08,214,0
011097e2b8acff41c3f2df811c685ecb8f345d4dc8792349a2f83c07ef16ec97,1,1.104506,0.933333333,19.93845,1,138.737071,0.999999996,147,1
01119308fa7279c70b8168620259b0ea8bb7ce7e09e6fa634017a8fc44ec44cc,0,0.100748,0.066666667,0.101142,0.11,0.503489,-2,0,0
0114551d14aee535b7d0ea5d88c4899ebd376d197d64d887e27d6cfb3262ad18,1,0.100595,1,0.201758,1,1.107328,1,137,1
011af35927e93a53e58883a065688d11c2f5b66522200113e1fdb566ffc5d15a,1,0.100603,1,3.523416,0.98,7.142002,1,19,1
011c35f8626ad11f8b2bcbaee2d36b880387fd3ca48c7c29c85e2ffe01977c0f,1,0.100567,1,0.705677,1,7.953515,0.999999971,55,1
011d0373bb3dc5fda8e525c6d03bd0c937e6248a21fdffc8e823f4541ea52b96,1,0.301472,0.833333333,2.015978,0.81,14.487861,0.999999982,38,1
011e00179ff83c70171e607b32cac37a6c77b06c618541ff8b52eed6b9e0cce3,1,0.100598,0.933333333,0.101011,0.96,1.207013,0.999999326,158,1
012833ff42bd65944c8e806c27b994043e1ded8ab9e90e7a5b5cb9d16b1b6608,0,1.707189,0.033333333,2.418502,0.02,53.723222,0.005549047,215,1
012890135c6126d6c099b7d952dbd53240ed665524ce82e2442787a003c73175,0,0.100762,0.066666667,0.100883,0.02,0.60452,-2,0,0
0129e21eaed8efa6d795f712656463ee4f90aa2b3b66168f29b0da98f74104f7,0,3.415227,0.366666667,59.798642,0.2,458.801409,-2,0,0
012c7aab6379fee55a3bea7cf7a66db769931047dda44efac5eae486d145ba5a,1,0.100615,1,0.101037,1,0.301853,1,66,1
012d7f00a2b0303fdeee7af2863cfc713582011411f069f417c4154893a94d08,1,0.602651,0.566666667,15.194712,0.76,40.13733,0.035182626,23,1
012f980dab04c4200d1b7f70649112da753f9fad85b2729183a3223f375cee1f,1,0.100626,0.933333333,0.404917,1,1.308607,-2,0,1
01300d081fcc3184f5f72b12a80940ce76e7bcf809c665f05ec1896ccb8de0dd,0,0.100619,0.966666667,0.302205,0.61,2.113012,1,140,1
0130d528fc04822aa6f7238f7f4bcb22d93cad06d30ddc92d513f1eec5175b9b,0,0.100719,0,0.100975,0,1.006396,3.24E-20,44,0
013251e5dd5bdc43fbb9ff63967eb2efae919ef07e57d372c11d99e0bb746bbe,0,0.201155,0,9.352849,0.03,6.039782,2.88E-08,207,0
0132fd38787e6b33e3a738d78b04c62822f1546b8ec7ab8153140f508e77cc9f,0,0.10071,0.133333333,9.252152,0.17,0.804735,-2,0,0
01336978da929892f463cd92bbfd3522f662b11d77d6a3167d71c309b1aab03b,1,0.803426,1,9.160146,1,85.212419,1,149,1
0135ef5245741062ee17f75b66c201a40aa6d2c75bba545d35b85fd1a45e803c,0,0.80405,0,18.82613,0.01,46.592574,4.09E-08,86,0
013619dc245d8a73ee53a3ca9e2add3d5db23929bca00650c83db0917c995184,0,1.70842,0.233333333,9.865579,0.43,14.097051,-2,0,0
0136baeeed07512e2034006436be44c1e0133eb71bf2571280546dd92f41a724,1,0.201027,1,6.742598,0.9,13.785294,-2,0,1
013e9c5c21f6dfd3db1fc62bc3e7254c81b42258b800981ce5a8d8a61bdaca64,1,0.502238,0.866666667,1.309411,0.9,15.704379,-2,0,1
013ffc367e49da0f1ceee14ac87f6a6afed30e2d3d7ec7beb9a1163dc593606c,1,0.100564,1,0.805751,1,3.522977,1,58,1
014068625848014bc20a87fe8a8c03ff9cbad619db508c4298f704463318ec72,1,0.702932,0.533333333,7.249958,0.9,93.54903,0.999999998,21,1
01450ba91058f69fe14650892107012428a69230b750b20b614aeab5b3eb1995,0,0.100758,0.066666667,0.201619,0.04,0.704773,-2,0,0
014c8a22f94942ad13ba076eafa5cbabc96ee2e5201a4e085ebca2b96b6889af,0,0.100978,0,0.100869,0,0.906605,-2,0,0
014d2c06bfbd3078779d5be939c8235d7221596d8f66f16b1916108688c31967,1,0.201101,1,0.607313,0.98,7.041,0.99999966,155,1
014d4631972b53353ea2de898abda4d2ef8a7d78184ae9a4da111463138284f7,1,0.201138,0,0.201778,0.01,3.119317,-2,0,0
014f1183c42a50971823c5c983598d478221438e144f42cc5c354b16ceaf628d,0,0.100789,0,0.100852,0.05,1.308269,-2,0,0
0155dc00d6c1d88d267e91330dab3cef0775aad0e6b3cc07af2d715ecf8fcab3,1,0.201005,0.566666667,1.611122,0.91,9.152765,-2,0,1
01579b7ac743f18645c1ac3ca8b3dbe0de0e20b7fbb98ed0c302903e8488e0be,0,0.402184,0.333333333,0.202267,0.38,3.019385,-2,0,0
015b69edce0bdbced5285635268bab40e57c63f28a77598eaaf0c7c8d196b3e1,0,0.201178,0.066666667,0.60489,0.86,8.55238,2.08E-21,74,0
016346a0039c416b9fb4c44f10dff08f7022dd0b8baa44f0b67c3622a211ab2b,0,0.301796,0.066666667,0.403137,0.05,7.344835,-2,0,0
0164406af1ad1f2bd3f635b7dc832636951f06cec8856a95cd7d506c842df51b,0,0.100821,0,0.10075,0.01,0.503197,-2,0,0
0167027df2a816bea90765bec37fba57ed219352abea9d7ce827ac65be2a4719,1,0.301539,1,1.50959,1,10.964664,0.99999842,151,1
01675f523fae145a10900805a7207cddf04685df7543ff0dd42aa731049f13fb,0,0.201266,0,0.10078,0,1.409837,-2,0,0
01696947c2024a066630039ef620c881eeec01590ae69f138e79837765d1e489,1,0.100623,1,0.704552,0.9,2.313919,-2,0,1
016cc6f7d50ef5bd042cafa7d39fb1ddb4ce891740c73c292aec4f485562210d,0,0.201227,0.1,0.201549,0.25,2.314643,-2,0,0
016cedc677076aa9b5d49a5f7453790fbc803f95fda41755c104439c1bfd4459,1,0.301622,1,1.108451,0.61,21.126308,0.999998609,161,1
016d6211333afcf20ccc9f9d8f27ac7edd6088e883132c477b03b9ff2280c35d,1,0.201044,0.933333333,2.012561,1,22.943201,0.999999952,154,1
0170cfd41ce0da2589b504c69c898140bb75b7e68cbe67867b787b8097edcf99,0,1.708467,0,5.335074,0,81.513299,-2,0,0
01750e298dc041d8c9fd24baa9ac84277194ad01155ddc7ea9b9b739d3eeb523,0,0.100716,0,0.201582,0.03,2.416324,-2,0,0
01757cc72c18a8af068f16566fe0f910ac22b505f1244b85d6aaab8f1106755a,0,0.402211,0.133333333,0.403648,0.31,4.834895,-2,0,0
018175640f08e5172a1153989b233d485a147726ecf083b6191f00b530c911d7,1,0.10062,1,0.201738,1,1.408539,0.999999991,151,1
01823b80c86821eb2bd0817fabc8bb6c24fe51fd9a22a65c7233fb8e903a2c87,1,0.903869,1,0.804797,1,9.150537,0.999999884,152,1
0183dfba182d3f5b4277a40f24e7ec375cd7584a069430abe7945d746980cc5b,1,0.201059,1,2.717951,1,13.68121,1,48,1
0185681cad0b318c690f99292aa65aec65c76c76b23bd76345723f7567e00dc8,1,1.109668,1,1.007487,0.99,9.454391,0.999999851,176,1
0187e9339af89dfa9039ea8ba089a70bffa2da67df06618cd9be726bca6eefa6,1,0.201039,0.966666667,0.809016,0.9,14.68527,0.999999999,172,1
018a3276fdf026b0e7d2c517187fea52ec9de254a9d933dcb51ccd7da2fd817e,0,0.10074,0.033333333,0.100859,0,1.61226,-2,0,0
018c3b499cdfd19f5b9e50fe1e9517f58c8b9e657b3eb09af89a9b0dfc6a28ca,0,0.803881,0.1,11.980719,0,96.584391,-2,0,0
018ca44356ae5ebfaf4be7947d7ff4072010e4a2eaa9e4419d9838087d80e9c3,0,0.100687,0.033333333,0.100937,0.01,0.503209,-2,0,0
018cc2b81a34eb3c9c9da24d17ab46decfe5b99fbc7308827d91bac7af12977d,1,0.301308,0.966666667,5.633221,0.92,16.703519,-2,0,1
018ee24e837d74b68c1bbadda4797797215958530388bd299b768c9575d2ad64,0,0.402887,0.066666667,0.402891,0.05,12.073936,8.05E-06,43,0
0190687c14ffdff14614f4b0c0b9562157878d18a56fa1ec384fbb58cc3b280e,1,0.502223,1,8.355082,1,39.727074,0.999999994,173,1
01916f8e9b7e122ac1dd0ca62a892cd844ec599b413336060ad692be8dee2efb,0,0.301683,0.066666667,0.302086,0.09,6.241368,2.12E-06,175,0
0195449c31f42ec40be662fe53a05329ce395064cc985cc854769e3febd096e1,1,0.301401,1,1.409507,1,4.224335,1,37,1
0197fd975340b5f802aae3ef739cc423427bbb0cd4898d28b323c3869e19be62,0,0.20124,0.066666667,0.101121,0.05,1.30783,-2,0,0
019a9953f9b65fee97599c36c859be6ee7529c0b60217348e177af211d5a2c5b,0,0.201267,0.1,0.202126,0.01,2.920396,-2,0,0
019e3fe00f463168e88acad3e72eeabb66212deeea24d509407726fc17621fe1,1,0.201013,1,0.604812,1,5.835483,0.999999947,32,1
019efa4ae49d5ef6c69ec4e893bb93f6d2026b555b40fb6007608135a52b15c5,0,0.100698,0,0.101165,0.02,1.106831,-2,0,0
01a30d8eb5639900076b575d7d165c38174081e1c84449d06e9638b072a3d977,1,0.100606,1,3.01442,1,0.503211,-2,0,1
01a5e68fd657befe9373801bbb73ef73dab26fba5fda7dfc37dbaad704439daa,1,0.100627,1,0.705741,0.99,8.048577,0.999995723,148,1
01a6411fced3f26af6a9d75bea2236385ef6ff62a9f5c34ccd67a00c3097b66f,0,0.201309,0,0.201619,0.08,2.415373,-2,0,0
01a9733871baa8518092bade3fce62dcca14cdf6fc55b98218253580b38d7659,0,0.301773,0.066666667,0.503859,0.36,8.655901,-2,0,0
01ab43cfddeb09ce6c10103de676d83eab6198d55c2af3b117bdf206c2c12f19,0,0.20152,0.466666667,0.101114,0.51,2.314738,1.49E-06,38,0
01ab8430cc09ba99904e92a8541107cd05869c9d1c962eed999b8a1db70bda70,0,0.100714,0.133333333,0.100988,0.17,2.921891,0.849361139,159,0
01ad84df362ac752882cd95f7ab55bb1edb644ac6357662c2c08bcccccef9641,0,0.804035,0,7.957983,0,39.046561,3.08E-09,185,0
01b0c1424b3ece400cdd385a77637906c8160a6a217da6f15896b202a1d659e0,0,0.602698,0.033333333,2.417449,0.07,40.634407,-2,0,1
01b1d912f83bae95ccbe4e5961d7c29e1e32a531a01757783d60ce60bcbb9b9d,0,0.301614,0.133333333,1.408956,0.35,7.448781,-2,0,0
01b38fd2c1df5dafdaaff096fb5d4f93697428afcb98efeaafd80c1c55fbb462,0,0.201455,0.033333333,0.100934,0.02,0.704804,-2,0,0
01b49383838513bc675aae0b8d28b2a4da70f5052bb6b3ff7b19619d5c6e3ecb,1,0.201184,0.033333333,0.100833,0.03,1.007119,-2,0,0
01b54938a264d60393ba1b2fc5191b66ac6e4d0788ee1afd6e969a0a6509259a,0,0.301651,0.133333333,0.50436,0.1,9.26524,-2,0,0
01bd32dbc19914fda075d8a65f0beaaf5c5c70f41011143c30581bc7ea9bb5ca,1,0.502308,0.866666667,6.034876,0.95,24.851904,0.999991949,163,1
01bee777acbd5d97952841be6bb5feb33fcbe4a565fc10ca9aa16b163f376360,0,0.100707,0.1,0.201943,0.16,3.320303,1.11E-08,167,0
01c1096bf695dc00aa03698ba9024a4e5af96021ccf3dc3a05ca233693773ebd,0.5,0.100663,0,0.201372,0.01,1.81186,0.000161059,150,0
01c12a00281a4038643c650b6b20b7b6bc74ec9fd2eeba34a15993a42fd4cd07,0,0.100739,0.066666667,0.100814,0.06,1.106303,-2,0,0
01c2b35969123fb9c1f59f457c5821f827afacea468307ef01dcf436640b3768,1,0.30147,1,0.907108,1,10.364469,0.999998917,36,1
01c7057581a19d5bf8efbce61926f461b8574a3a682ca4f976b1dae50905ea7e,0,0.100705,0,0.100781,0.07,1.610703,-2,0,0
01caffec562377df62d178fbe1a246287d781b7faff45b7fe069062966b8d7c7,1,0.201008,0.933333333,1.31071,0.89,14.284845,1,160,1
01cc0472e9d78cdd717be96178c9a95fb70ba41ad7df4b8879a08cff4dd858fd,1,2.008009,0.466666667,6.74421,1,89.524334,-2,0,1
01cff4dcd5a886af36bd5a973f1b9f3b8f21e63b57d350d402c523534134cde7,1,0.100647,0.633333333,1.408312,0.42,2.214402,0.980200248,169,1
01d046e40628d04d25020cfa2fcc52bd65ef0f76b83b616e3149aab60d0933fe,1,0.100507,1,1.510457,0.98,9.659994,0.999999999,169,1
01d2052f58958b60b6871c8e0af5a24a11f95d3e83cbd3e0644733e8a9937104,0,0.100649,0,0.100933,0,0.704922,-2,0,0
01d38a1a05f04b45fbd33bf52d9e0356089ed0d8b1866c15aba931eba9611c9e,0,0.100699,0.3,0.100929,0.22,0.503375,-2,0,0
01d601555079f525cd0c44e755f8a3972df5b7191f9f7a5ede0c7daba2b2adee,0,0.100665,0.3,0.100814,0.05,1.710149,-2,0,0
